,PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5,RAJ,DECJ
114,J0524+2541,AO,3,2005,,2019,0.414527715417,2020.0,0.207263857708,,,,,1.41579050211,0.448478872418
115,J2229-057,AO,2,2005,,2020,0.207263857708,,,,,,,5.88933390749,0.121369468453
116,J0321+1721,AO,2,2005,,2020,0.207263857708,,,,,,,0.87842414087,0.302849670392
117,J0100-058,AO,2,2005,,2021,0.207263857708,,,,,,,0.262873728828,0.104232408178
118,J2048+1045,AO,2,2005,,2021,0.207263857708,,,,,,,5.44705767525,0.187638804867
119,J1253+1141,AO,2,2005,,2022,0.207263857708,,,,,,,3.3742271548,0.20409788808
120,J1826-059,AO,2,2005,,2022,0.207263857708,,,,,,,4.82871963762,0.174249606191
121,J1938-012,AO,2,2005,,2023,0.207263857708,,,,,,,5.1404556083,0.160817388284
122,J1942+1108,AO,2,2005,,2023,0.207263857708,,,,,,,5.16015742616,0.194393046532
123,J0645+1502,AO,2,2005,,2024,0.207263857708,,,,,,,1.76890274725,0.262532816887
124,J1844-032,AO,2,2005,,2024,0.207263857708,,,,,,,4.9078366529,0.0618980001439
125,J2038-002,AO,2,2005,,2025,0.207263857708,,,,,,,5.40483701897,0.0703959185858
126,J1822+1256,AO,2,2005,,2025,0.207263857708,,,,,,,4.81149905199,0.225887697698
127,J1027-020,AO,2,2005,,2026,0.207263857708,,,,,,,2.73902870278,0.162955483944
128,J0413+1421,AO,2,2005,,2026,0.207263857708,,,,,,,1.10539255224,0.250572312165
129,J2258+2246,AO,2,2005,,2027,0.207263857708,,,,,,,6.01509356432,0.39738536397
130,J0538+2636,AO,2,2005,,2027,0.207263857708,,,,,,,1.4750919534,0.464377555648
131,J2018+1401,AO,2,2005,,2028,0.207263857708,,,,,,,5.3188828178,0.24477440931
132,J1958+1156,AO,2,2005,,2028,0.207263857708,,,,,,,5.22784314108,0.208323998953
